Salary,UndergradMajor,CompanySize,DevType,YearsCoding,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,Age,Country,Student,Currency,OpenSource
70000,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Data scientist or machine learning specialist;Database administrator;System administrator,15-17 years,Java;JavaScript;Python;Scala;SQL;HTML;Bash/Shell,SQL Server;MySQL;PostgreSQL;MariaDB;Apache HBase;Apache Hive,AWS;Azure;Linux;Mac OS;Mainframe,Hadoop;Spark;TensorFlow,35 - 44 years old,Spain,No,Euros (€),No
31000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Designer;Front-end developer;Full-stack developer;QA or test developer,3-5 years,Java;JavaScript;PHP;SQL;TypeScript;HTML;CSS,MongoDB;MySQL;Oracle;MariaDB,Google Cloud Platform/App Engine;Linux;Mac OS,Angular,25 - 34 years old,India,No,Indian rupees (₹),Yes
NA,"Computer science, computer engineering, or software engineering",100 to 499 employees,NA,30 or more years,C++,NA,Windows Desktop or Server,NA,35 - 44 years old,Germany,No,NA,No
4150,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Embedded applications or devices developer,12-14 years,C;C++;C#;JavaScript;SQL;HTML;CSS,SQL Server,Android;Arduino;Azure;Windows Desktop or Server;WordPress,NA,25 - 34 years old,Netherlands,No,Euros (€),No
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,Full-stack developer,15-17 years,NA,NA,NA,NA,NA,Canada,"Yes, full-time",NA,No
30000,"Another engineering discipline (ex. civil, electrical, mechanical)",500 to 999 employees,Back-end developer,15-17 years,C#;JavaScript;SQL;VB.NET;Visual Basic 6;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server,.NET Core,35 - 44 years old,Spain,No,Euros (€),No
480000,"Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Database administrator;DevOps specialist;Engineering manager;Full-stack developer,3-5 years,Java;JavaScript;PHP;Python;SQL;HTML;CSS,MySQL;SQLite,AWS;WordPress,Django;Node.js,18 - 24 years old,India,No,Indian rupees (₹),No
NA,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Full-stack developer,3-5 years,NA,NA,NA,NA,NA,Pakistan,No,NA,Yes
NA,"Information systems, information technology, or system administration","10,000 or more employees",Data or business analyst,3-5 years,VBA,MySQL,Windows Desktop or Server,NA,25 - 34 years old,India,No,Indian rupees (₹),Yes
450,NA,Fewer than 10 employees,Data scientist or machine learning specialist;Desktop or enterprise applications developer;Game or graphics developer;Student,9-11 years,C++;Java;Scala,NA,Windows Desktop or Server,NA,25 - 34 years old,Germany,"Yes, full-time",Euros (€),No
120000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Embedded applications or devices developer;Engineering manager,18-20 years,C;C++;Python;Ruby;HTML;CSS;Bash/Shell,NA,Heroku;Linux;Raspberry Pi,NA,35 - 44 years old,United States,No,U.S. dollars ($),No
60000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Front-end developer,15-17 years,Go;JavaScript;HTML;CSS;Bash/Shell,MongoDB,Android;Apple Watch or Apple TV;AWS,Node.js;React,35 - 44 years old,United Kingdom,No,British pounds sterling (£),Yes
NA,"Computer science, computer engineering, or software engineering",500 to 999 employees,QA or test developer,0-2 years,NA,NA,NA,NA,NA,India,No,NA,No
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,0-2 years,NA,NA,NA,NA,NA,China,"Yes, full-time",NA,No
NA,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Database administrator;Full-stack developer,0-2 years,JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL;MariaDB;IBM Db2,WordPress,NA,25 - 34 years old,India,No,Indian rupees (₹),Yes
69000,NA,20 to 99 employees,Back-end developer;Database administrator;Engineering manager;Front-end developer;Full-stack developer;Mobile developer;QA or test developer,15-17 years,Java;JavaScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;Amazon DynamoDB;Amazon RDS/Aurora,Amazon Echo;AWS,Node.js;Spring,35 - 44 years old,Germany,No,Euros (€),No
NA,"Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Desktop or enterprise applications developer;Product manager;QA or test developer,12-14 years,C#;SQL,SQL Server,Windows Desktop or Server,.NET Core,25 - 34 years old,United States,No,U.S. dollars ($),No
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,Front-end developer;Mobile developer,3-5 years,NA,MySQL,Android;Firebase,TensorFlow,NA,India,No,Indian rupees (₹),No
27000,"Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer;Front-end developer;Full-stack developer,21-23 years,Java;JavaScript;SQL;HTML;CSS,Oracle;IBM Db2,NA,Spring,35 - 44 years old,Italy,No,Euros (€),No
NA,"Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Database administrator;Front-end developer;Full-stack developer;System administrator,12-14 years,NA,NA,NA,NA,NA,Spain,No,NA,No
NA,NA,20 to 99 employees,Front-end developer;Mobile developer,6-8 years,C;C++;C#;Java;JavaScript;Objective-C;PHP;Python;SQL;VB.NET;HTML;CSS,MySQL;Oracle;Google Cloud Storage,Android;iOS;Mac OS,Angular;Node.js,NA,Italy,No,NA,No
384000,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer,15-17 years,C#;JavaScript;SQL;HTML;CSS,SQL Server,NA,Node.js,25 - 34 years old,Sweden,No,Swedish kroner (SEK),No
NA,"Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer;Full-stack developer,3-5 years,C#;Java;Matlab;Python,MongoDB,Mac OS,Spring,25 - 34 years old,Brazil,"Yes, part-time",Brazilian reais (R$),No
NA,NA,10 to 19 employees,Back-end developer;Database administrator;DevOps specialist;Front-end developer;Full-stack developer,6-8 years,Assembly;C;C++;Python;Bash/Shell,MySQL,Android;Arduino;ESP8266;Linux;Mac OS,NA,18 - 24 years old,United States,"Yes, full-time",U.S. dollars ($),Yes
NA,"Another engineering discipline (ex. civil, electrical, mechanical)",20 to 99 employees,Back-end developer;Front-end developer;Full-stack developer,24-26 years,C#;JavaScript;SQL;TypeScript;Visual Basic 6;HTML;CSS,SQL Server,Windows Desktop or Server,Angular;.NET Core;React;Xamarin,35 - 44 years old,United Kingdom,No,British pounds sterling (£),No
NA,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer;Mobile developer,3-5 years,CoffeeScript;Java;JavaScript;Kotlin;HTML;CSS;Bash/Shell,PostgreSQL;SQLite,Android,Node.js;React;Spring,18 - 24 years old,India,"Yes, part-time",Indian rupees (₹),Yes
3000,"Another engineering discipline (ex. civil, electrical, mechanical)",Fewer than 10 employees,Full-stack developer,0-2 years,C;C++;C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server;MySQL;MariaDB,Raspberry Pi;Windows Desktop or Server,Angular;.NET Core,18 - 24 years old,Singapore,No,Singapore dollars (S$),No
10000,"Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Database administrator;Full-stack developer;System administrator,6-8 years,C++;Java;JavaScript;Python;SQL,MongoDB;MySQL;PostgreSQL,NA,Node.js;React;Spring,25 - 34 years old,Egypt,No,NA,No
NA,"Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",NA,9-11 years,VBA;HTML,NA,Windows Desktop or Server,NA,35 - 44 years old,Russian Federation,No,NA,No
NA,NA,"1,000 to 4,999 employees",Data or business analyst,3-5 years,Java;VBA;HTML,Oracle;Google Cloud Storage,Android;Google Cloud Platform/App Engine;Google Home;Windows Phone;WordPress,NA,NA,Uganda,No,NA,Yes
100000,NA,"1,000 to 4,999 employees",Back-end developer;Database administrator;Desktop or enterprise applications developer,3-5 years,C#;Java;PHP;Python;SQL;HTML;CSS;Bash/Shell,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Windows Desktop or Server,Xamarin,18 - 24 years old,South Africa,"Yes, part-time",South African rands (R),Yes
1000,"Another engineering discipline (ex. civil, electrical, mechanical)",100 to 499 employees,Desktop or enterprise applications developer;Student,24-26 years,C++;C#;Matlab;Bash/Shell,SQL Server,Linux;Windows Desktop or Server,.NET Core,25 - 34 years old,Germany,"Yes, part-time",Euros (€),Yes
NA,"Computer science, computer engineering, or software engineering",500 to 999 employees,Desktop or enterprise applications developer;Game or graphics developer,9-11 years,C#,SQL Server;MySQL;PostgreSQL;SQLite,Android;Drupal;Linux;Windows Desktop or Server;WordPress,.NET Core;Spring,NA,Russian Federation,No,NA,No
NA,I never declared a major,Fewer than 10 employees,"Back-end developer;C-suite executive (CEO, CTO, etc.);DevOps specialist;Front-end developer;Full-stack developer;Mobile developer",21-23 years,Java;JavaScript;Objective-C;PHP;SQL;Swift;TypeScript;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;Amazon DynamoDB,AWS;IBM Cloud or Watson;iOS;Linux;Mac OS;Serverless,Angular;Node.js;React,35 - 44 years old,United States,No,U.S. dollars ($),No
7900,"Computer science, computer engineering, or software engineering",100 to 499 employees,Full-stack developer,12-14 years,Java;JavaScript;Scala;SQL;HTML;CSS,MySQL;Amazon Redshift;Amazon RDS/Aurora,NA,React,25 - 34 years old,Israel,No,U.S. dollars ($),No
NA,Mathematics or statistics,500 to 999 employees,Data or business analyst,3-5 years,SQL,SQL Server;Oracle,NA,NA,35 - 44 years old,New Zealand,No,NA,No
NA,"A business discipline (ex. accounting, finance, marketing)",20 to 99 employees,Front-end developer,3-5 years,NA,NA,NA,NA,NA,Ukraine,No,NA,No
NA,"Information systems, information technology, or system administration","10,000 or more employees",Back-end developer;Front-end developer;Full-stack developer,18-20 years,C;C++;C#;Java;JavaScript;Perl;PHP;Python;SQL;VB.NET;HTML;CSS;Bash/Shell,SQL Server;MySQL;SQLite;MariaDB,Windows Desktop or Server,.NET Core,25 - 34 years old,United States,No,U.S. dollars ($),Yes
123000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Mobile developer,12-14 years,Java;Kotlin,SQLite,Android,NA,35 - 44 years old,United States,No,U.S. dollars ($),Yes
NA,"Computer science, computer engineering, or software engineering",20 to 99 employees,NA,3-5 years,NA,NA,NA,NA,NA,Hungary,No,NA,No
2000,"Information systems, information technology, or system administration",500 to 999 employees,QA or test developer,9-11 years,JavaScript;TypeScript;HTML;CSS,Cassandra;SQL Server;Elasticsearch,AWS;Linux;Windows Desktop or Server,Angular;Node.js,25 - 34 years old,Austria,"Yes, full-time",Euros (€),Yes
720000,"Computer science, computer engineering, or software engineering",100 to 499 employees,Database administrator;Desktop or enterprise applications developer;Full-stack developer,6-8 years,C#;JavaScript;SQL;TypeScript;VB.NET;HTML;CSS,SQL Server;SQLite,Windows Desktop or Server,Angular;.NET Core;Cordova,25 - 34 years old,India,No,Indian rupees (₹),No
1200,"Information systems, information technology, or system administration",20 to 99 employees,Full-stack developer,9-11 years,C#;Java;JavaScript;PHP;SQL;TypeScript;VB.NET;HTML;CSS,SQL Server;MySQL;PostgreSQL;MariaDB,Linux;Windows Desktop or Server,Angular;.NET Core;Node.js,18 - 24 years old,Montenegro,No,Euros (€),No
NA,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer,3-5 years,SQL,SQL Server,Windows Desktop or Server,.NET Core,NA,India,"Yes, full-time",NA,Yes
NA,"Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Data or business analyst;Embedded applications or devices developer;Front-end developer;Full-stack developer;Product manager;QA or test developer,30 or more years,C#;JavaScript;Ruby;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server;Windows Phone,.NET Core;Node.js,45 - 54 years old,New Zealand,No,NA,Yes
98000,"Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,3-5 years,Go;Java,MongoDB;MySQL,Linux,Spring,45 - 54 years old,United States,No,U.S. dollars ($),No
NA,"Another engineering discipline (ex. civil, electrical, mechanical)",500 to 999 employees,Mobile developer,3-5 years,C;C#;Java;Kotlin,MongoDB;SQLite,Android;Arduino;Firebase,Node.js,25 - 34 years old,United Kingdom,No,British pounds sterling (£),Yes
59000,"Computer science, computer engineering, or software engineering",500 to 999 employees,Desktop or enterprise applications developer,6-8 years,C;C++;Java;Bash/Shell,NA,Linux;Windows Desktop or Server,NA,18 - 24 years old,United States,"Yes, part-time",U.S. dollars ($),No
1500,"Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Desktop or enterprise applications developer;Embedded applications or devices developer;Mobile developer;Student,3-5 years,C;C++;C#;JavaScript;PHP;Python;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL,Linux;Windows Desktop or Server,React;Xamarin,18 - 24 years old,Croatia,"Yes, full-time",Euros (€),Yes
NA,"A business discipline (ex. accounting, finance, marketing)",100 to 499 employees,Full-stack developer,3-5 years,C#;JavaScript;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,NA,25 - 34 years old,United States,No,U.S. dollars ($),Yes
17500,"A social science (ex. anthropology, psychology, political science)",20 to 99 employees,Educator or academic researcher;Front-end developer;Full-stack developer;Mobile developer;QA or test developer;Student,0-2 years,JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,PostgreSQL,NA,Node.js;React,25 - 34 years old,United States,No,U.S. dollars ($),Yes
